transaction_id,store_name,sales_channel,product_category,units_sold,unit_price,discount_applied,campaign_id,campaign_channel,marketing_spend,campaign_exposure_status,customer_id,customer_segment,inventory_level,stockout_flag,revenue
5514, Fashion Hub,In-store,Accessories,1,20,40,CAMP-C,Paid Ads,100,Seen,CUST_2115,Loyal,Understocked,Yes,16
1069, Fashion Hub,In-store,Kids,1,80,40,CAMP-C,Email,200,Converted,CUST_229,Loyal,Optimal,Yes,80
3462, Fashion Hub,In-store,Men,2,80,40,CAMP-C,Paid Ads,100,Clicked,CUST_1168,Loyal,Overstocked,Yes,160
4254, Fashion Hub,In-store,Men,2,40,40,CAMP-C,Paid Ads,400,Clicked,CUST_2010,Loyal,Optimal,Yes,80
1053, Fashion Hub,In-store,Men,3,40,40,CAMP-C,Paid Ads,50,Seen,CUST_22,Loyal,Optimal,Yes,96
1264, Fashion Hub,In-store,Men,1,40,40,CAMP-C,Email,200,Seen,CUST_776,Loyal,Understocked,Yes,28
3337, Fashion Hub,In-store,Shoes,1,20,40,CAMP-C,Paid Ads,200,Seen,CUST_2365,Loyal,Understocked,No,14
4747, Fashion Hub,In-store,Shoes,2,60,40,CAMP-C,Email,400,Seen,CUST_371,Loyal,Optimal,Yes,120
3227, Fashion Hub,In-store,Women,3,60,40,CAMP-C,Influencer,50,Converted,CUST_475,Loyal,Overstocked,Yes,144
3363, Fashion Hub,In-store,Women,1,80,40,CAMP-C,Paid Ads,100,Converted,CUST_765,Loyal,Optimal,Yes,56
6350, Fashion Hub,In-store,Women,1,40,40,CAMP-C,Paid Ads,50,Seen,CUST_1555,Loyal,Understocked,No,32
4017, Fashion Hub,In-store,Men,2,60,40,CAMP-D,Email,50,Seen,CUST_1639,One-time,Optimal,Yes,96
6406, Fashion Hub,In-store,Men,1,60,40,CAMP-D,Paid Ads,50,Seen,CUST_2018,One-time,Optimal,Yes,60
6816, Fashion Hub,In-store,Men,1,20,40,CAMP-D,Paid Ads,200,Converted,CUST_1210,One-time,Optimal,Yes,16
6037, Fashion Hub,In-store,Shoes,1,40,40,CAMP-D,Influencer,100,Seen,CUST_1963,One-time,Understocked,Yes,32
3938, Fashion Hub,In-store,Women,1,20,40,CAMP-D,Influencer,50,Clicked,CUST_244,One-time,Understocked,No,20
1898, Fashion Hub,In-store,Accessories,1,40,40,CAMP-A,Paid Ads,200,Seen,CUST_2437,One-time,Understocked,No,40
3121, Fashion Hub,In-store,Men,2,60,40,CAMP-A,Influencer,50,Converted,CUST_75,One-time,Overstocked,No,84
6550, Fashion Hub,In-store,Men,1,40,40,CAMP-A,Paid Ads,200,Seen,CUST_452,One-time,Understocked,No,32
1947, Fashion Hub,In-store,Women,2,40,40,CAMP-A,Social,400,Seen,CUST_1109,One-time,Optimal,Yes,80
2176, Fashion Hub,In-store,Women,2,60,40,CAMP-A,Paid Ads,400,Converted,CUST_188,One-time,Optimal,Yes,84
4800, Fashion Hub,In-store,Accessories,2,40,40,CAMP-E,Paid Ads,50,Seen,CUST_2156,One-time,Understocked,Yes,56
3265, Fashion Hub,In-store,Kids,3,20,40,CAMP-E,Influencer,200,Seen,CUST_933,One-time,Understocked,No,42
871, Fashion Hub,In-store,Men,3,40,40,CAMP-E,Paid Ads,100,Seen,CUST_1981,One-time,Optimal,No,84
3763, Fashion Hub,In-store,Shoes,1,80,40,CAMP-E,Paid Ads,200,Clicked,CUST_1885,One-time,Optimal,Yes,80
6292, Fashion Hub,In-store,Shoes,2,20,40,CAMP-E,Influencer,400,Seen,CUST_1278,One-time,Optimal,No,40
6803, Fashion Hub,In-store,Women,1,40,40,CAMP-E,Social,200,Converted,CUST_418,One-time,Understocked,Yes,40
5937, Fashion Hub,In-store,Kids,2,40,40,CAMP-A,Influencer,50,Converted,CUST_782,One-time,Overstocked,Yes,80
6404, Fashion Hub,In-store,Kids,1,120,40,CAMP-A,Paid Ads,50,Converted,CUST_1269,One-time,Overstocked,Yes,96
4850, Fashion Hub,In-store,Shoes,1,60,40,CAMP-A,Email,400,Clicked,CUST_1152,One-time,Overstocked,Yes,42
217, Fashion Hub,In-store,Women,2,40,40,CAMP-A,Influencer,100,Clicked,CUST_1425,One-time,Optimal,No,64
2676, Fashion Hub,In-store,Women,1,80,40,CAMP-A,Influencer,400,Seen,CUST_592,One-time,Understocked,Yes,64
3772, Fashion Hub,In-store,Women,1,60,40,CAMP-A,Paid Ads,50,Seen,CUST_778,One-time,Overstocked,Yes,42
1944, Fashion Hub,In-store,Accessories,2,20,40,CAMP-A,Paid Ads,100,Seen,CUST_1092,One-time,Understocked,Yes,32
2135, Fashion Hub,In-store,Kids,1,120,40,CAMP-A,Paid Ads,400,Seen,CUST_230,One-time,Understocked,No,96
4427, Fashion Hub,In-store,Men,2,120,40,CAMP-A,Influencer,50,Converted,CUST_1469,One-time,Optimal,Yes,168
6303, Fashion Hub,In-store,Men,1,20,40,CAMP-A,Paid Ads,50,Clicked,CUST_59,One-time,Understocked,Yes,20
4476, Fashion Hub,In-store,Shoes,1,60,40,CAMP-A,Paid Ads,100,Clicked,CUST_1853,One-time,Optimal,Yes,42
6613, Fashion Hub,In-store,Women,1,20,40,CAMP-A,Paid Ads,100,Clicked,CUST_2021,One-time,Understocked,No,14
3067, Fashion Hub,In-store,Accessories,1,60,40,CAMP-A,Social,100,Seen,CUST_732,One-time,Understocked,Yes,60
2095, Fashion Hub,In-store,Men,1,120,40,CAMP-A,Paid Ads,100,Converted,CUST_1728,One-time,Understocked,Yes,120
4044, Fashion Hub,In-store,Men,2,80,40,CAMP-A,Influencer,100,Seen,CUST_1597,One-time,Overstocked,Yes,128
5391, Fashion Hub,In-store,Shoes,1,40,40,CAMP-A,Influencer,50,Clicked,CUST_2425,One-time,Optimal,Yes,40
2636, Fashion Hub,In-store,Women,2,60,40,CAMP-A,Email,100,Seen,CUST_644,One-time,Understocked,Yes,120
4553, Fashion Hub,In-store,Women,1,20,40,CAMP-A,Email,50,Converted,CUST_1548,One-time,Optimal,Yes,16
4691, Fashion Hub,In-store,Women,1,40,40,CAMP-A,Influencer,200,Converted,CUST_216,One-time,Optimal,Yes,32
171, Fashion Hub,In-store,Accessories,1,120,40,CAMP-B,Social,50,Seen,CUST_1475,One-time,Overstocked,Yes,84
6401, Fashion Hub,In-store,Kids,1,120,40,CAMP-B,Paid Ads,200,Clicked,CUST_1950,One-time,Understocked,No,96
783, Fashion Hub,In-store,Men,1,60,40,CAMP-B,Influencer,50,Seen,CUST_2376,One-time,Understocked,No,48
4571, Fashion Hub,In-store,Men,1,40,40,CAMP-B,Influencer,400,Seen,CUST_477,One-time,Optimal,Yes,32
3440, Fashion Hub,In-store,Women,3,80,40,CAMP-B,Social,50,Clicked,CUST_53,One-time,Understocked,Yes,240
5060, Fashion Hub,In-store,Women,1,40,40,CAMP-B,Influencer,200,Seen,CUST_1524,One-time,Optimal,No,40
1655, Fashion Hub,In-store,Accessories,3,20,40,CAMP-B,Email,100,Clicked,CUST_1677,One-time,Understocked,No,48
1345, Fashion Hub,In-store,Kids,4,40,40,CAMP-B,Paid Ads,100,Seen,CUST_309,One-time,Understocked,Yes,128
2743, Fashion Hub,In-store,Kids,2,80,40,CAMP-B,Influencer,400,Seen,CUST_632,One-time,Overstocked,No,112
2601, Fashion Hub,In-store,Men,2,80,40,CAMP-B,Influencer,50,Seen,CUST_1380,One-time,Overstocked,Yes,128
2919, Fashion Hub,In-store,Men,3,40,40,CAMP-B,Influencer,200,Seen,CUST_1504,One-time,Understocked,Yes,120
4620, Fashion Hub,In-store,Men,1,20,40,CAMP-B,Influencer,100,Seen,CUST_2436,One-time,Understocked,Yes,16
2197, Fashion Hub,In-store,Women,1,40,40,CAMP-B,Paid Ads,50,Seen,CUST_285,One-time,Understocked,Yes,32
3478, Fashion Hub,In-store,Women,1,20,40,CAMP-B,Influencer,50,Seen,CUST_788,One-time,Understocked,No,14
1510, Fashion Hub,In-store,Accessories,4,40,40,CAMP-A,Social,50,Clicked,CUST_615,One-time,Overstocked,Yes,128
4087, Fashion Hub,In-store,Accessories,1,20,40,CAMP-A,Influencer,200,Seen,CUST_1243,One-time,Overstocked,Yes,20
5921, Fashion Hub,In-store,Kids,2,40,40,CAMP-A,Email,400,Clicked,CUST_2112,One-time,Overstocked,Yes,80
1227, Fashion Hub,In-store,Men,2,60,40,CAMP-A,Influencer,50,Seen,CUST_1719,One-time,Overstocked,Yes,120
4115, Fashion Hub,In-store,Men,1,60,40,CAMP-A,Social,200,Seen,CUST_689,One-time,Overstocked,Yes,48
4901, Fashion Hub,In-store,Men,4,20,40,CAMP-A,Paid Ads,200,Clicked,CUST_956,One-time,Optimal,Yes,64
5320, Fashion Hub,Online,Women,1,40,40,CAMP-A,Paid Ads,50,Seen,CUST_1880,One-time,Understocked,Yes,40
1386, Fashion Hub,Online,Kids,2,120,40,CAMP-C,Paid Ads,50,Seen,CUST_599,One-time,Understocked,No,168
2503, Fashion Hub,Online,Kids,3,40,40,CAMP-C,Email,50,Converted,CUST_715,One-time,Understocked,Yes,96
1873, Fashion Hub,Online,Men,1,40,40,CAMP-C,Paid Ads,50,Seen,CUST_1967,One-time,Optimal,Yes,40
3456, Fashion Hub,Online,Men,1,60,40,CAMP-C,Social,50,Seen,CUST_534,One-time,Optimal,No,60
5096, Fashion Hub,Online,Men,1,40,40,CAMP-C,Email,50,Clicked,CUST_2114,One-time,Understocked,Yes,40
5202, Fashion Hub,Online,Men,4,40,40,CAMP-C,Influencer,200,Clicked,CUST_534,One-time,Overstocked,Yes,112
6295, Fashion Hub,Online,Women,3,40,40,CAMP-C,Paid Ads,100,Clicked,CUST_1904,One-time,Overstocked,Yes,120
3117, Fashion Hub,Online,Accessories,1,20,40,CAMP-D,Social,400,Seen,CUST_141,One-time,Overstocked,Yes,20
3441, Fashion Hub,Online,Accessories,2,20,40,CAMP-D,Paid Ads,200,Converted,CUST_2057,One-time,Optimal,Yes,40
4872, Fashion Hub,Online,Accessories,4,20,40,CAMP-D,Social,200,Seen,CUST_771,One-time,Optimal,Yes,56
3304, Fashion Hub,Online,Men,1,60,40,CAMP-D,Social,50,Seen,CUST_1575,One-time,Optimal,No,60
6533, Fashion Hub,Online,Men,3,80,40,CAMP-D,Influencer,100,Clicked,CUST_1688,One-time,Overstocked,Yes,240
1099, Fashion Hub,Online,Men,1,40,40,CAMP-D,Social,100,Seen,CUST_900,One-time,Overstocked,No,32
3724, Fashion Hub,Online,Shoes,1,80,40,CAMP-D,Paid Ads,50,Clicked,CUST_2067,One-time,Optimal,Yes,80
4484, Fashion Hub,Online,Shoes,3,80,40,CAMP-D,Email,100,Seen,CUST_795,One-time,Understocked,Yes,192
6067, Fashion Hub,Online,Shoes,4,40,40,CAMP-D,Paid Ads,100,Seen,CUST_2356,One-time,Understocked,Yes,112
561, Fashion Hub,Online,Women,1,80,40,CAMP-D,Social,200,Seen,CUST_2486,One-time,Overstocked,Yes,80
1435, Fashion Hub,Online,Women,2,40,40,CAMP-D,Influencer,200,Seen,CUST_1591,One-time,Understocked,Yes,80
6057, Fashion Hub,Online,Women,2,60,40,CAMP-D,Social,50,Seen,CUST_688,One-time,Understocked,Yes,96
6408, Fashion Hub,Online,Women,1,20,40,CAMP-D,Paid Ads,50,Converted,CUST_532,One-time,Overstocked,Yes,16
983, Fashion Hub,Online,Accessories,2,20,40,CAMP-A,Paid Ads,200,Clicked,CUST_1986,One-time,Understocked,Yes,40
1126, Fashion Hub,Online,Kids,1,20,40,CAMP-A,Email,400,Seen,CUST_2361,One-time,Optimal,Yes,20
407, Fashion Hub,Online,Men,1,60,40,CAMP-A,Paid Ads,400,Clicked,CUST_1313,One-time,Overstocked,No,48
5998, Fashion Hub,Online,Men,1,60,40,CAMP-A,Influencer,50,Seen,CUST_1439,One-time,Optimal,Yes,60
1192, Fashion Hub,Online,Men,1,40,40,CAMP-E,Influencer,50,Seen,CUST_2342,One-time,Optimal,No,40
6681, Fashion Hub,Online,Men,1,80,40,CAMP-E,Paid Ads,400,Clicked,CUST_2217,One-time,Understocked,Yes,56
2127, Fashion Hub,Online,Shoes,1,40,40,CAMP-E,Paid Ads,200,Seen,CUST_1151,One-time,Understocked,No,40
6926, Fashion Hub,Online,Shoes,1,60,40,CAMP-E,Paid Ads,100,Seen,CUST_1556,One-time,Understocked,Yes,42
6811, Fashion Hub,App,Men,1,60,40,CAMP-A,Paid Ads,100,Clicked,CUST_1326,One-time,Optimal,Yes,48
1818, Fashion Hub,App,Women,2,60,40,CAMP-A,Influencer,200,Seen,CUST_2195,One-time,Optimal,Yes,96
4531, Fashion Hub,App,Women,1,40,40,CAMP-A,Social,200,Seen,CUST_232,One-time,Understocked,No,40
1355, Fashion Hub,App,Men,1,20,40,CAMP-A,Influencer,100,Clicked,CUST_385,One-time,Overstocked,Yes,20
3122, Fashion Hub,App,Women,2,20,40,CAMP-A,Paid Ads,50,Seen,CUST_1307,One-time,Understocked,Yes,40
4114, Fashion Hub,App,Women,1,120,40,CAMP-A,Paid Ads,100,Seen,CUST_40,One-time,Understocked,Yes,96
524, Fashion Hub,App,Men,2,40,40,CAMP-A,Paid Ads,50,Converted,CUST_131,One-time,Overstocked,Yes,64
1679, Fashion Hub,App,Accessories,1,40,40,CAMP-B,Influencer,50,Seen,CUST_1119,One-time,Overstocked,Yes,28
6349, Fashion Hub,App,Men,2,120,40,CAMP-B,Paid Ads,50,Seen,CUST_2220,One-time,Optimal,No,192
5821, Fashion Hub,App,Women,1,20,40,CAMP-B,Email,200,Clicked,CUST_1312,One-time,Optimal,Yes,16
4631, Fashion Hub,App,Accessories,1,20,40,CAMP-B,Paid Ads,50,Seen,CUST_1766,One-time,Understocked,Yes,20
3676, Fashion Hub,App,Women,4,60,40,CAMP-B,Paid Ads,100,Seen,CUST_2247,One-time,Understocked,Yes,192
2234, Fashion Hub,App,Men,1,60,40,CAMP-A,Email,100,Clicked,CUST_293,One-time,Understocked,No,48
4407, Fashion Hub,App,Men,3,40,40,CAMP-A,Paid Ads,50,Seen,CUST_1653,One-time,Optimal,Yes,120
705, Fashion Hub,App,Women,1,60,40,CAMP-A,Paid Ads,400,Converted,CUST_86,One-time,Optimal,Yes,42
1611, Fashion Hub,App,Women,4,120,40,CAMP-C,Email,100,Seen,CUST_1833,One-time,Optimal,No,384
3139, Fashion Hub,App,Women,1,20,40,CAMP-D,Paid Ads,100,Clicked,CUST_2485,One-time,Optimal,No,20
3794, Fashion Hub,App,Women,2,60,40,CAMP-D,Paid Ads,200,Seen,CUST_2477,One-time,Understocked,Yes,120
5254, Fashion Hub,App,Women,2,80,40,CAMP-D,Email,100,Seen,CUST_2298,One-time,Understocked,No,112
1851, Fashion Hub,App,Accessories,1,60,40,CAMP-A,Influencer,200,Seen,CUST_1488,One-time,Optimal,Yes,60
1557, Fashion Hub,App,Kids,2,40,40,CAMP-A,Influencer,100,Seen,CUST_338,One-time,Understocked,Yes,64
6741, Fashion Hub,App,Accessories,1,60,40,CAMP-E,Paid Ads,400,Clicked,CUST_1382,One-time,Optimal,No,60
4975, Fashion Hub,App,Women,1,40,40,CAMP-E,Social,400,Seen,CUST_1988,One-time,Understocked,Yes,40
1400, Fashion Hub,In-store,Accessories,1,80,40,CAMP-A,Paid Ads,50,Converted,CUST_196,One-time,Understocked,Yes,64
6705, Fashion Hub,In-store,Kids,1,60,40,CAMP-A,Email,200,Seen,CUST_1068,One-time,Understocked,Yes,48
350, Fashion Hub,In-store,Men,1,20,40,CAMP-A,Paid Ads,50,Clicked,CUST_244,One-time,Overstocked,Yes,20
4156, Fashion Hub,In-store,Men,2,60,40,CAMP-A,Paid Ads,200,Clicked,CUST_720,One-time,Optimal,Yes,96
5121, Fashion Hub,In-store,Men,3,40,40,CAMP-A,Email,200,Seen,CUST_977,One-time,Optimal,Yes,84
6263, Fashion Hub,In-store,Men,3,40,40,CAMP-A,Paid Ads,50,Seen,CUST_263,One-time,Understocked,Yes,120
458, Fashion Hub,In-store,Women,1,20,40,CAMP-A,Influencer,100,Seen,CUST_1720,One-time,Understocked,Yes,16
943, Fashion Hub,In-store,Women,2,60,40,CAMP-A,Social,100,Clicked,CUST_331,One-time,Understocked,Yes,120
748, Fashion Hub,In-store,Men,2,20,40,CAMP-A,Paid Ads,50,Seen,CUST_385,One-time,Optimal,Yes,32
4264, Fashion Hub,In-store,Men,3,120,40,CAMP-A,Social,200,Seen,CUST_458,One-time,Understocked,No,360
1675, Fashion Hub,In-store,Shoes,3,60,40,CAMP-A,Social,50,Clicked,CUST_1170,One-time,Optimal,Yes,144
6111, Fashion Hub,In-store,Shoes,4,120,40,CAMP-A,Influencer,100,Seen,CUST_780,One-time,Understocked,Yes,480
5190, Fashion Hub,In-store,Women,3,20,40,CAMP-A,Influencer,200,Seen,CUST_1467,One-time,Optimal,Yes,60
6093, Fashion Hub,In-store,Women,1,20,40,CAMP-A,Influencer,200,Seen,CUST_1325,One-time,Optimal,Yes,14
344, Fashion Hub,In-store,Men,2,20,40,CAMP-A,Paid Ads,400,Clicked,CUST_2477,One-time,Understocked,Yes,28
2772, Fashion Hub,In-store,Men,1,40,40,CAMP-A,Social,50,Clicked,CUST_376,One-time,Understocked,Yes,40
5807, Fashion Hub,In-store,Men,1,60,40,CAMP-A,Influencer,50,Seen,CUST_2083,One-time,Optimal,Yes,60
987, Fashion Hub,In-store,Men,2,60,40,CAMP-A,Paid Ads,100,Seen,CUST_1396,One-time,Optimal,Yes,120
1250, Fashion Hub,In-store,Women,1,80,40,CAMP-A,Paid Ads,200,Seen,CUST_2067,One-time,Overstocked,Yes,64
5133, Fashion Hub,In-store,Women,1,20,40,CAMP-A,Paid Ads,50,Clicked,CUST_1220,One-time,Optimal,Yes,20
681, Fashion Hub,In-store,Women,2,20,40,CAMP-B,Social,200,Converted,CUST_2458,One-time,Understocked,Yes,40
5006, Fashion Hub,In-store,Women,1,60,40,CAMP-B,Email,50,Seen,CUST_840,One-time,Optimal,Yes,48
1845, Fashion Hub,In-store,Accessories,1,20,40,CAMP-B,Paid Ads,100,Seen,CUST_2206,One-time,Overstocked,Yes,20
6082, Fashion Hub,In-store,Accessories,2,20,40,CAMP-B,Paid Ads,200,Seen,CUST_657,One-time,Optimal,Yes,28
749, Fashion Hub,In-store,Men,1,60,40,CAMP-B,Email,400,Seen,CUST_1491,One-time,Overstocked,Yes,42
2406, Fashion Hub,In-store,Men,1,80,40,CAMP-B,Paid Ads,200,Clicked,CUST_949,One-time,Optimal,Yes,80
5018, Fashion Hub,In-store,Men,2,40,40,CAMP-B,Influencer,50,Converted,CUST_13,One-time,Overstocked,No,64
3359, Fashion Hub,In-store,Women,3,80,40,CAMP-B,Social,400,Seen,CUST_1618,One-time,Optimal,Yes,240
6128, Fashion Hub,In-store,Accessories,3,120,40,CAMP-A,Influencer,100,Seen,CUST_241,One-time,Optimal,Yes,360
6742, Fashion Hub,In-store,Men,4,40,40,CAMP-A,Influencer,50,Seen,CUST_749,One-time,Understocked,Yes,128
1448, Fashion Hub,In-store,Shoes,1,20,40,CAMP-A,Paid Ads,200,Seen,CUST_276,One-time,Optimal,Yes,16
5113, Fashion Hub,In-store,Shoes,1,20,40,CAMP-A,Social,100,Seen,CUST_697,One-time,Understocked,Yes,20
6198, Fashion Hub,In-store,Shoes,1,40,40,CAMP-A,Influencer,100,Clicked,CUST_1197,One-time,Understocked,Yes,40
1599, Fashion Hub,In-store,Women,1,60,40,CAMP-A,Paid Ads,200,Seen,CUST_372,One-time,Overstocked,No,60
5201, Fashion Hub,In-store,Women,1,40,40,CAMP-A,Paid Ads,200,Seen,CUST_2126,One-time,Understocked,Yes,40
2922, Fashion Hub,In-store,Accessories,1,120,40,CAMP-C,Paid Ads,400,Seen,CUST_2251,One-time,Optimal,Yes,84
5893, Fashion Hub,In-store,Men,3,60,40,CAMP-C,Paid Ads,100,Seen,CUST_1336,One-time,Overstocked,Yes,180
2412, Fashion Hub,In-store,Women,1,40,40,CAMP-C,Paid Ads,100,Clicked,CUST_1077,One-time,Optimal,Yes,32
478, Fashion Hub,In-store,Men,1,60,40,CAMP-D,Influencer,50,Seen,CUST_2028,One-time,Optimal,Yes,60
1100, Fashion Hub,In-store,Accessories,3,120,40,CAMP-A,Paid Ads,100,Seen,CUST_2198,One-time,Overstocked,Yes,288
2688, Fashion Hub,In-store,Accessories,1,20,40,CAMP-A,Paid Ads,400,Seen,CUST_1517,One-time,Optimal,Yes,16
5033, Retail Park,In-store,Kids,1,80,40,CAMP-A,Social,400,Seen,CUST_994,One-time,Understocked,Yes,64
6607, Retail Park,In-store,Men,2,40,40,CAMP-A,Paid Ads,200,Seen,CUST_1269,One-time,Overstocked,Yes,64
1503, Retail Park,In-store,Women,1,60,40,CAMP-A,Email,200,Seen,CUST_2368,One-time,Understocked,No,48
1752, Retail Park,In-store,Women,1,40,40,CAMP-A,Paid Ads,100,Seen,CUST_2238,One-time,Optimal,No,40
2082, Retail Park,In-store,Women,1,60,40,CAMP-A,Influencer,50,Seen,CUST_371,One-time,Understocked,Yes,48
2887, Retail Park,In-store,Women,1,40,40,CAMP-A,Paid Ads,100,Seen,CUST_1679,One-time,Understocked,Yes,40
4158, Retail Park,In-store,Women,1,80,40,CAMP-A,Paid Ads,100,Seen,CUST_847,One-time,Optimal,No,64
4371, Retail Park,In-store,Women,2,20,40,CAMP-A,Paid Ads,100,Clicked,CUST_240,One-time,Understocked,No,40
597, Retail Park,In-store,Accessories,1,20,40,CAMP-E,Influencer,50,Converted,CUST_1832,One-time,Overstocked,Yes,16
4516, Retail Park,In-store,Men,3,60,40,CAMP-E,Influencer,200,Seen,CUST_2105,One-time,Optimal,Yes,144
1998, Retail Park,In-store,Kids,2,20,40,CAMP-A,Influencer,200,Clicked,CUST_625,One-time,Optimal,Yes,32
6346, Retail Park,In-store,Kids,1,40,40,CAMP-A,Social,200,Seen,CUST_422,One-time,Optimal,Yes,32
3832, Retail Park,In-store,Men,3,40,40,CAMP-A,Influencer,200,Clicked,CUST_618,One-time,Optimal,Yes,120
4108, Retail Park,In-store,Men,1,60,40,CAMP-A,Paid Ads,400,Seen,CUST_469,One-time,Understocked,Yes,60
5379, Retail Park,In-store,Men,4,40,40,CAMP-A,Influencer,400,Converted,CUST_2374,One-time,Overstocked,Yes,160
5460, Retail Park,In-store,Men,2,20,40,CAMP-A,Paid Ads,100,Seen,CUST_2473,One-time,Understocked,Yes,32
1861, Retail Park,In-store,Shoes,2,20,40,CAMP-A,Influencer,400,Clicked,CUST_1171,One-time,Optimal,Yes,40
1154, Retail Park,In-store,Accessories,2,60,40,CAMP-A,Paid Ads,100,Clicked,CUST_689,One-time,Optimal,Yes,96
3009, Retail Park,In-store,Accessories,1,20,40,CAMP-A,Paid Ads,100,Seen,CUST_1023,One-time,Understocked,Yes,20
4137, Retail Park,In-store,Kids,2,80,40,CAMP-A,Email,200,Seen,CUST_896,One-time,Optimal,No,160
5481, Retail Park,In-store,Kids,1,120,40,CAMP-A,Social,100,Clicked,CUST_1443,One-time,Understocked,No,120
1923, Retail Park,In-store,Men,2,60,40,CAMP-A,Paid Ads,100,Seen,CUST_1742,One-time,Understocked,Yes,120
1696, Retail Park,In-store,Women,4,20,40,CAMP-A,Paid Ads,100,Seen,CUST_1233,One-time,Optimal,Yes,80
4477, Retail Park,In-store,Men,4,60,40,CAMP-A,Email,50,Seen,CUST_91,One-time,Overstocked,Yes,240
1271, Retail Park,In-store,Women,2,120,40,CAMP-A,Paid Ads,100,Clicked,CUST_297,One-time,Overstocked,Yes,192
2305, Retail Park,In-store,Women,1,60,40,CAMP-A,Email,200,Seen,CUST_583,One-time,Understocked,Yes,60
3734, Retail Park,In-store,Shoes,2,60,40,CAMP-B,Email,400,Converted,CUST_218,One-time,Understocked,No,84
6635, Retail Park,In-store,Accessories,3,20,40,CAMP-B,Email,200,Converted,CUST_1488,One-time,Understocked,Yes,60
288, Retail Park,In-store,Kids,2,120,40,CAMP-B,Paid Ads,50,Seen,CUST_579,One-time,Overstocked,Yes,240
3774, Retail Park,In-store,Kids,3,80,40,CAMP-B,Paid Ads,200,Seen,CUST_2014,One-time,Understocked,No,240
2143, Retail Park,In-store,Men,1,20,40,CAMP-B,Influencer,100,Seen,CUST_809,One-time,Optimal,No,20
3, Retail Park,In-store,Men,1,20,40,CAMP-A,Email,100,Seen,CUST_1678,One-time,Overstocked,Yes,20
448, Retail Park,Online,Accessories,3,60,40,CAMP-C,Paid Ads,200,Clicked,CUST_452,One-time,Optimal,Yes,126
2294, Retail Park,Online,Accessories,1,60,40,CAMP-D,Social,200,Seen,CUST_438,One-time,Overstocked,Yes,48
3819, Retail Park,Online,Accessories,1,20,40,CAMP-D,Influencer,400,Seen,CUST_820,One-time,Overstocked,Yes,16
2678, Retail Park,Online,Shoes,2,80,40,CAMP-D,Email,50,Seen,CUST_816,One-time,Overstocked,No,112
3867, Retail Park,Online,Women,2,60,40,CAMP-D,Email,100,Clicked,CUST_300,One-time,Understocked,Yes,96
4560, Retail Park,Online,Women,1,20,40,CAMP-D,Influencer,400,Clicked,CUST_1625,One-time,Understocked,No,20
5332, Retail Park,Online,Kids,2,80,40,CAMP-A,Paid Ads,100,Seen,CUST_932,One-time,Understocked,No,128
1338, Retail Park,Online,Men,4,40,40,CAMP-A,Paid Ads,100,Seen,CUST_430,One-time,Optimal,Yes,128
2995, Retail Park,Online,Men,3,60,40,CAMP-A,Paid Ads,200,Clicked,CUST_706,One-time,Understocked,No,180
5295, Retail Park,Online,Men,2,60,40,CAMP-A,Social,50,Converted,CUST_2441,One-time,Understocked,No,84
6447, Retail Park,Online,Men,1,40,40,CAMP-A,Paid Ads,50,Clicked,CUST_461,One-time,Overstocked,Yes,32
1802, Retail Park,Online,Women,2,60,40,CAMP-A,Social,200,Seen,CUST_579,One-time,Optimal,Yes,84
2201, Retail Park,Online,Women,1,20,40,CAMP-A,Paid Ads,400,Seen,CUST_1595,One-time,Overstocked,No,14
6706, Retail Park,Online,Women,1,120,40,CAMP-A,Paid Ads,200,Seen,CUST_1969,One-time,Understocked,No,84
1555, Retail Park,Online,Accessories,1,40,40,CAMP-E,Paid Ads,50,Seen,CUST_1571,One-time,Optimal,Yes,32
3967, Retail Park,Online,Men,2,80,40,CAMP-E,Social,200,Converted,CUST_1230,One-time,Optimal,No,128
4257, Retail Park,Online,Men,1,20,40,CAMP-E,Social,100,Seen,CUST_678,One-time,Overstocked,No,20
5680, Retail Park,Online,Men,2,40,40,CAMP-E,Influencer,200,Clicked,CUST_2255,One-time,Optimal,Yes,80
6995, Retail Park,Online,Shoes,1,20,40,CAMP-E,Social,400,Clicked,CUST_1368,One-time,Understocked,Yes,16
723, Retail Park,Online,Women,1,80,40,CAMP-E,Paid Ads,400,Seen,CUST_2396,One-time,Optimal,No,80
1976, Retail Park,Online,Women,1,60,40,CAMP-E,Paid Ads,50,Clicked,CUST_658,One-time,Understocked,Yes,48
3853, Retail Park,Online,Women,1,20,40,CAMP-E,Email,50,Clicked,CUST_642,One-time,Optimal,Yes,20
1484,Port  Plaza,App,Accessories,3,20,40,CAMP-A,Influencer,200,Seen,CUST_1624,One-time,Optimal,Yes,48
5279,Port  Plaza,App,Men,1,20,40,CAMP-A,Paid Ads,200,Seen,CUST_1087,One-time,Optimal,Yes,20
5186,Port  Plaza,App,Women,2,40,40,CAMP-A,Paid Ads,100,Clicked,CUST_2400,One-time,Understocked,Yes,56
1724,Port  Plaza,App,Men,1,40,40,CAMP-A,Social,50,Seen,CUST_2043,One-time,Understocked,No,40
1631,Port  Plaza,App,Women,1,60,40,CAMP-A,Social,200,Seen,CUST_970,One-time,Understocked,Yes,48
2830,Port  Plaza,App,Accessories,1,20,40,CAMP-A,Paid Ads,100,Seen,CUST_1752,One-time,Optimal,Yes,16
